id;name_en;name_de_auto;name_de_final;konfidenz;rang;muskel;geraet
og-0772;Smith Standing Behind Head Military Press;Multipresse stehend Behind Head Nackendrücken;;mittel;5;shoulders;machine
og-0019;Assisted Triceps Dip (Kneeling);Unterstützt Triceps Dip ( Kniend);;mittel;5;triceps;machine
og-2187;Barbell Reverse Close-Grip Bench Press;Langhantel Reverse Enger Griff Bankdrücken;;mittel;5;triceps;barbell
og-1721;Barbell Reverse Grip Skullcrusher;Langhantel Untergriff Skullcrusher;;mittel;5;triceps;barbell
og-1723;Cable One Arm Tricep Pushdown;Kabelzug einarmig Tricep Trizepsdrücken;;mittel;5;triceps;cable
og-0194;Cable Overhead Triceps Extension (Rope Attachment);Kabelzug überkopf Trizepsstrecken (rope Attachment);;mittel;5;triceps;cable
og-0200;Cable Pushdown (With Rope Attachment);Kabelzug Trizepsdrücken ( mit Rope Attachment);;niedrig;5;triceps;cable
og-2406;Cable Reverse Grip Triceps Pushdown (Sz-Bar) (With Arm Blaster);Kabelzug Untergriff Triceps Trizepsdrücken (sz-bar) ( mit Arm Blaster);;niedrig;5;triceps;cable
og-0241;Cable Triceps Pushdown (V-Bar);Kabelzug Triceps Trizepsdrücken (v-bar);;niedrig;5;triceps;cable
og-2405;Cable Triceps Pushdown (V-Bar) (With Arm Blaster);Kabelzug Triceps Trizepsdrücken (v-bar) ( mit Arm Blaster);;niedrig;5;triceps;cable
og-1732;Dumbbell Forward Lunge Triceps Extension;Kurzhantel Forward Ausfallschritt Trizepsstrecken;;mittel;5;triceps;dumbbell
og-0344;Dumbbell Lying One Arm Pronated Triceps Extension;Kurzhantel liegend einarmig Pronated Trizepsstrecken;;mittel;5;triceps;dumbbell
og-0346;Dumbbell Lying One Arm Supinated Triceps Extension;Kurzhantel liegend einarmig Supinated Trizepsstrecken;;mittel;5;triceps;dumbbell
og-1623;Dumbbell Palms In Incline Bench Press;Kurzhantel Palms In Schrägbank Bankdrücken;;mittel;5;triceps;dumbbell
og-0373;Dumbbell Pronate-Grip Triceps Extension;Kurzhantel Pronate-grip Trizepsstrecken;;mittel;5;triceps;dumbbell
og-1743;Dumbbell Twisting Bench Press;Kurzhantel Twisting Bankdrücken;;mittel;5;triceps;dumbbell
og-2189;Dumbbells Seated Triceps Extension;Dumbbells sitzend Trizepsstrecken;;mittel;5;triceps;dumbbell
og-1748;Ez Bar Lying Close Grip Triceps Extension Behind Head;SZ-Stange liegend Enger Griff Trizepsstrecken Behind Head;;mittel;5;triceps;barbell
og-0450;Ez Barbell Jm Bench Press;Ez Langhantel Jm Bankdrücken;;mittel;5;triceps;barbell
og-0591;Lever Overhand Triceps Dip;Maschine Overhand Triceps Dip;;niedrig;5;triceps;machine
og-0637;Olympic Barbell Triceps Extension;Olympic Langhantel Trizepsstrecken;;mittel;5;triceps;barbell
og-1316;Barbell Bent Arm Pullover;Langhantel Bent Arm Pullover;;mittel;4;back;barbell
og-0034;Barbell Decline Bent Arm Pullover;Langhantel Negativbank Bent Arm Pullover;;mittel;4;back;barbell
og-3019;Bench Pull-Ups;Bench Pull-ups;;niedrig;4;back;bodyweight
og-3168;Bodyweight Squatting Row;Eigengewicht Squatting Rudern;;niedrig;4;back;bodyweight
og-0184;Cable Lying Extension Pullover (With Rope Attachment);Kabelzug liegend Strecken Pullover ( mit Rope Attachment);;mittel;4;back;cable
og-0244;Cable Twisting Pull;Kabelzug Twisting Pull;;niedrig;4;back;cable
og-0253;Chin-Ups (Narrow Parallel Grip);Chin-ups ( eng Parallel Grip);;niedrig;4;back;bodyweight
og-1772;Elbow Lift - Reverse Push-Up;Elbow Lift - Reverse Liegestütz;;niedrig;4;back;bodyweight
og-3010;Ez Bar Lying Bent Arms Pullover;SZ-Stange liegend Bent Arms Pullover;;mittel;4;back;barbell
og-0499;Inverted Row;Inverted Rudern;;niedrig;4;back;bodyweight
og-2300;Inverted Row Bent Knees;Inverted Rudern Bent Knees;;niedrig;4;back;bodyweight
og-2298;Inverted Row On Bench;Inverted Rudern auf Bench;;niedrig;4;back;bodyweight
og-0497;Inverted Row V. 2;Inverted Rudern V. 2;;niedrig;4;back;bodyweight
og-0498;Inverted Row With Straps;Inverted Rudern mit Straps;;niedrig;4;back;bodyweight
og-1352;Lower Back Curl;Lower Back Curl;;niedrig;4;back;bodyweight
og-0627;Mixed Grip Chin-Up;Mixed Grip Klimmzug Untergriff;;niedrig;4;back;bodyweight
og-0670;Rear Pull-Up;Rear Klimmzug;;mittel;4;back;bodyweight
og-0678;Rocky Pull-Up Pulldown;Rocky Klimmzug Latzug;;mittel;4;back;bodyweight
og-3012;Scapula Dips;Scapula Dips;;niedrig;4;back;bodyweight
og-0688;Scapular Pull-Up;Scapular Klimmzug;;niedrig;4;back;bodyweight
og-1763;Shoulder Grip Pull-Up;Shoulder Grip Klimmzug;;niedrig;4;back;bodyweight
og-0808;Suspended Row;Suspended Rudern;;niedrig;4;back;bodyweight
og-1367;Wide Grip Rear Pull-Up;Weiter Griff Rear Klimmzug;;mittel;4;back;bodyweight
og-1770;Biceps Leg Concentration Curl;Biceps Leg Konzentrationscurl;;mittel;4;biceps;bodyweight
og-0139;Biceps Narrow Pull-Ups;Biceps eng Pull-ups;;niedrig;4;biceps;bodyweight
og-0140;Biceps Pull-Up;Biceps Klimmzug;;niedrig;4;biceps;bodyweight
og-1769;Bodyweight Side Lying Biceps Curl;Eigengewicht Side liegend Biceps Curl;;mittel;4;biceps;bodyweight
og-1437;Dumbbell Finger Curls;Kurzhantel Finger Curls;;niedrig;4;biceps;dumbbell
og-2402;Dumbbell Hammer Curls (With Arm Blaster);Kurzhantel Hammer Curls ( mit Arm Blaster);;niedrig;4;biceps;dumbbell
og-0347;Dumbbell Lying Pronation;Kurzhantel liegend Pronation;;niedrig;4;biceps;dumbbell
og-2705;Dumbbell Lying Pronation On Floor;Kurzhantel liegend Pronation auf Floor;;niedrig;4;biceps;dumbbell
og-0349;Dumbbell Lying Supination;Kurzhantel liegend Supination;;niedrig;4;biceps;dumbbell
og-2706;Dumbbell Lying Supination On Floor;Kurzhantel liegend Supination auf Floor;;niedrig;4;biceps;dumbbell
og-0399;Dumbbell Seated One Arm Rotate;Kurzhantel sitzend einarmig Rotate;;mittel;4;biceps;dumbbell
og-1458;Ez Barbell Seated Curls;Ez Langhantel sitzend Curls;;mittel;4;biceps;barbell
og-0455;Finger Curls;Finger Curls;;niedrig;4;biceps;barbell
og-2288;Lever Gripper Hands;Maschine Gripper Hands;;niedrig;4;biceps;machine
og-1708;Assisted Lying Calves Stretch;Unterstützt liegend Calves Dehnung;;mittel;4;calves;machine
og-0284;Donkey Calf Raise;Donkey Wadenheben;;mittel;4;calves;bodyweight
og-2289;Lever Calf Press;Maschine Calf Drücken;;mittel;4;calves;machine
og-2315;Lever Rotary Calf;Maschine Rotary Calf;;niedrig;4;calves;machine
og-2335;Lever Seated Calf Press;Maschine sitzend Calf Drücken;;mittel;4;calves;machine
og-1386;One Leg Donkey Calf Raise;einbeinig Donkey Wadenheben;;mittel;4;calves;bodyweight
og-1387;One Leg Floor Calf Raise;einbeinig Floor Wadenheben;;mittel;4;calves;bodyweight
og-1396;Smith Toe Raise;Multipresse Toe Heben;;mittel;4;calves;machine
og-1490;Standing Calf Raise (On A Staircase);stehend Wadenheben ( auf A Staircase);;mittel;4;calves;bodyweight
og-0833;Weighted Donkey Calf Raise;mit Zusatzgewicht Donkey Wadenheben;;mittel;4;calves;bodyweight
og-1259;Behind Head Chest Stretch;Behind Head Chest Dehnung;;niedrig;4;chest;machine
og-0155;Cable Cross-Over Variation;Kabelzug Cross-over Variation;;niedrig;4;chest;cable
og-0191;Cable One Arm Lateral Bent-Over;Kabelzug einarmig Lateral vorgebeugt;;mittel;4;chest;cable
og-1269;Cable Standing Up Straight Crossovers;Kabelzug stehend Up Straight Crossovers;;niedrig;4;chest;cable
og-1270;Cable Upper Chest Crossovers;Kabelzug Upper Chest Crossovers;;niedrig;4;chest;cable
og-0251;Chest Dip;Chest Dip;;niedrig;4;chest;bodyweight
og-1430;Chest Dip (On Dip-Pull-Up Cage);Chest Dip ( auf Dip - Klimmzug Cage);;mittel;4;chest;bodyweight
og-2462;Chest Dip On Straight Bar;Chest Dip auf Straight Bar;;niedrig;4;chest;bodyweight
og-3216;Chest Tap Push-Up (Male);Chest Tap Liegestütz (male);;niedrig;4;chest;bodyweight
og-0258;Clock Push-Up;Clock Liegestütz;;niedrig;4;chest;bodyweight
og-1274;Deep Push Up;Deep Liegestütz;;mittel;4;chest;dumbbell
og-0288;Dumbbell Around Pullover;Kurzhantel Around Pullover;;mittel;4;chest;dumbbell
og-0303;Dumbbell Decline Hammer Press;Kurzhantel Negativbank Hammer Drücken;;mittel;4;chest;dumbbell
og-0316;Dumbbell Incline Breeding;Kurzhantel Schrägbank Breeding;;mittel;4;chest;dumbbell
og-0321;Dumbbell Incline Hammer Press;Kurzhantel Schrägbank Hammer Drücken;;mittel;4;chest;dumbbell
og-0324;Dumbbell Incline Palm-In Press;Kurzhantel Schrägbank Palm-in Drücken;;mittel;4;chest;dumbbell
og-0331;Dumbbell Incline Twisted Flyes;Kurzhantel Schrägbank Twisted Flyes;;niedrig;4;chest;dumbbell
og-0340;Dumbbell Lying Hammer Press;Kurzhantel liegend Hammer Drücken;;mittel;4;chest;dumbbell
og-0433;Dumbbell Straight Arm Pullover;Kurzhantel Straight Arm Pullover;;niedrig;4;chest;dumbbell
og-3327;Full Planche Push-Up;Full Planche Liegestütz;;niedrig;4;chest;bodyweight
og-2139;Hands Bike;Hands Bike;;niedrig;4;chest;machine
og-3785;Incline Push-Up (On Box);Schrägbank Liegestütz ( auf Box);;mittel;4;chest;bodyweight
og-3211;Kneeling Push-Up (Male);kniend Liegestütz (male);;mittel;4;chest;bodyweight
og-3288;Korean Dips;Korean Dips;;niedrig;4;chest;bodyweight
og-3217;Modified Hindu Push-Up (Male);Modified Hindu Liegestütz (male);;niedrig;4;chest;bodyweight
og-3145;Push-Up Plus;Liegestütz Plus;;mittel;4;chest;bodyweight
og-0699;Shoulder Tap Push-Up;Shoulder Tap Liegestütz;;niedrig;4;chest;bodyweight
og-0803;Superman Push-Up;Superman Liegestütz;;niedrig;4;chest;bodyweight
og-0806;Suspended Push-Up;Suspended Liegestütz;;niedrig;4;chest;bodyweight
og-3313;Weighted Straight Bar Dip;mit Zusatzgewicht Straight Bar Dip;;niedrig;4;chest;bodyweight
og-2363;Wide-Grip Chest Dip On High Parallel Bars;Weiter Griff Chest Dip auf High Parallel Bars;;niedrig;4;chest;bodyweight
og-0011;Assisted Hanging Knee Raise;Unterstützt Hanging Knieheben;;mittel;4;core;machine
og-0010;Assisted Hanging Knee Raise With Throw Down;Unterstützt Hanging Knieheben mit Throw Down;;niedrig;4;core;machine
og-1714;Assisted Prone Rectus Femoris Stretch;Unterstützt Bauchliegend Rectus Femoris Dehnung;;mittel;4;core;machine
og-0050;Barbell Incline Shoulder Raise;Langhantel Schrägbank Shoulder Heben;;mittel;4;core;barbell
og-0096;Barbell Side Bent V. 2;Langhantel Side Bent V. 2;;niedrig;4;core;barbell
og-3544;Bodyweight Incline Side Plank;Eigengewicht Schrägbank Side Unterarmstütz;;mittel;4;core;bodyweight
og-0174;Cable Judo Flip;Kabelzug Judo Flip;;niedrig;4;core;cable
og-0222;Cable Side Bend;Kabelzug Side Bend;;niedrig;4;core;cable
og-0230;Cable Standing Lift;Kabelzug stehend Lift;;mittel;4;core;cable
og-0862;Cable Twist (Up-Down);Kabelzug Drehung (up-down);;mittel;4;core;cable
og-0262;Cross Body Crunch;Cross Body Crunch;;niedrig;4;core;bodyweight
og-0267;Crunch (Hands Overhead);Crunch (hands Überkopf);;mittel;4;core;bodyweight
og-0274;Crunch Floor;Crunch Floor;;niedrig;4;core;bodyweight
og-3016;Curl-Up;Curl -up;;mittel;4;core;bodyweight
og-0328;Dumbbell Incline Shoulder Raise;Kurzhantel Schrägbank Shoulder Heben;;mittel;4;core;dumbbell
og-0407;Dumbbell Side Bend;Kurzhantel Side Bend;;niedrig;4;core;dumbbell
og-2429;Frog Crunch;Frog Crunch;;mittel;4;core;bodyweight
og-0469;Groin Crunch;Groin Crunch;;niedrig;4;core;bodyweight
og-0472;Hanging Leg Raise;Hanging Beinheben;;niedrig;4;core;bodyweight
og-0475;Hanging Straight Leg Raise;Hanging Straight Beinheben;;niedrig;4;core;bodyweight
og-3640;Knee Touch Crunch;Knee Touch Crunch;;niedrig;4;core;bodyweight
og-3239;Kneeling Plank Tap Shoulder (Male);kniend Unterarmstütz Tap Shoulder (male);;niedrig;4;core;bodyweight
og-0562;Landmine 180;Landmine 180;;niedrig;4;core;barbell
og-0620;Lying Leg Raise Flat Bench;liegend Beinheben Flat Bench;;niedrig;4;core;bodyweight
og-0634;Negative Crunch;Negative Crunch;;niedrig;4;core;bodyweight
og-1495;Oblique Crunch V. 2;Oblique Crunch V. 2;;niedrig;4;core;bodyweight
og-0635;Oblique Crunches Floor;Oblique Crunches Floor;;niedrig;4;core;bodyweight
og-3119;Potty Squat;Potty Kniebeuge;;niedrig;4;core;bodyweight
og-3665;Power Point Plank;Power Point Unterarmstütz;;niedrig;4;core;bodyweight
og-0664;Push-Up To Side Plank;Liegestütz zum Side Unterarmstütz;;mittel;4;core;bodyweight
og-0872;Reverse Crunch;Reverse Crunch;;niedrig;4;core;bodyweight
og-3663;Reverse Plank With Leg Lift;Reverse Unterarmstütz mit Leg Lift;;niedrig;4;core;bodyweight
og-3021;Scapula Push-Up;Scapula Liegestütz;;niedrig;4;core;bodyweight
og-0756;Smith Hip Raise;Multipresse Hip Heben;;mittel;4;core;machine
og-0759;Smith Incline Shoulder Raises;Multipresse Schrägbank Shoulder Raises;;niedrig;4;core;machine
og-0777;Spell Caster;Spell Caster;;niedrig;4;core;dumbbell
og-0807;Suspended Reverse Crunch;Suspended Reverse Crunch;;niedrig;4;core;bodyweight
og-0871;Tuck Crunch;Tuck Crunch;;mittel;4;core;bodyweight
og-2802;Twisted Leg Raise;Twisted Beinheben;;niedrig;4;core;bodyweight
og-2801;Twisted Leg Raise (Female);Twisted Beinheben (female);;niedrig;4;core;bodyweight
og-0826;Vertical Leg Raise (On Parallel Bars);Vertical Beinheben ( auf Parallel Bars);;niedrig;4;core;bodyweight
og-1709;Assisted Lying Glutes Stretch;Unterstützt liegend Glutes Dehnung;;mittel;4;glutes;machine
og-1710;Assisted Lying Gluteus And Piriformis Stretch;Unterstützt liegend Gluteus And Piriformis Dehnung;;niedrig;4;glutes;machine
og-0058;Barbell Lying Lifting (On Hip);Langhantel liegend Lifting ( auf Hip);;niedrig;4;glutes;barbell
og-0074;Barbell Rack Pull;Langhantel Rack Pull;;niedrig;4;glutes;barbell
og-3543;Bodyweight Drop Jump Squat;Eigengewicht Drop Sprung Kniebeuge;;mittel;4;glutes;bodyweight
og-0196;Cable Pull Through (With Rope);Kabelzug Pull Through ( mit Rope);;niedrig;4;glutes;cable
og-3769;Curtsey Squat;Curtsey Kniebeuge;;niedrig;4;glutes;bodyweight
og-2808;Dumbbell Sumo Pull Through;Kurzhantel Sumo Pull Through;;niedrig;4;glutes;dumbbell
og-3470;Forward Lunge (Male);Forward Ausfallschritt (male);;niedrig;4;glutes;bodyweight
og-3561;Glute Bridge March;Glute Bridge March;;mittel;4;glutes;bodyweight
og-3523;Glute Bridge Two Legs On Bench (Male);Glute Bridge Two Legs auf Bench (male);;niedrig;4;glutes;bodyweight
og-2286;Lever Hip Extension V. 2;Maschine Hip Strecken V. 2;;mittel;4;glutes;machine
og-0593;Lever Reverse Hyperextension;Maschine Reverse Hyperextension;;mittel;4;glutes;machine
og-3013;Low Glute Bridge On Floor;Low Glute Bridge auf Floor;;mittel;4;glutes;bodyweight
og-0642;Outside Leg Kick Push-Up;Outside Leg Kick Liegestütz;;niedrig;4;glutes;bodyweight
og-3662;Pike-To-Cobra Push-Up;Pike- zum -cobra Liegestütz;;niedrig;4;glutes;bodyweight
og-3132;Potty Squat With Support;Potty Kniebeuge mit Support;;niedrig;4;glutes;bodyweight
og-0661;Push-Up Inside Leg Kick;Liegestütz Inside Leg Kick;;niedrig;4;glutes;bodyweight
og-1759;Single Leg Squat (Pistol) Male;einbeinig Kniebeuge (pistol) Male;;niedrig;4;glutes;bodyweight
og-0749;Smith Bent Knee Good Morning;Multipresse Bent Knee Good Morning;;mittel;4;glutes;machine
og-1460;Walking Lunge;Walking Ausfallschritt;;niedrig;4;glutes;bodyweight
og-3643;Weighted Cossack Squats (Male);mit Zusatzgewicht Cossack Squats (male);;niedrig;4;glutes;bodyweight
og-0016;Assisted Prone Hamstring;Unterstützt Bauchliegend Hamstring;;niedrig;4;hamstrings;machine
og-0339;Dumbbell Lying Femoral;Kurzhantel liegend Femoral;;mittel;4;hamstrings;dumbbell
og-0496;Inverse Leg Curl (Bench Support);Inverse Beinbeuger (bench Support);;niedrig;4;hamstrings;bodyweight
og-2400;Inverse Leg Curl (On Pull-Up Cable Machine);Inverse Beinbeuger ( auf Klimmzug Kabelzug Maschine);;mittel;4;hamstrings;bodyweight
og-0648;Power Clean;Power Umsetzen;;niedrig;4;hamstrings;barbell
og-0795;Standing Single Leg Curl;stehend Single Beinbeuger;;mittel;4;hamstrings;bodyweight
og-1713;Assisted Prone Lying Quads Stretch;Unterstützt Bauchliegend liegend Quads Dehnung;;mittel;4;quads;machine
og-1712;Assisted Side Lying Adductor Stretch;Unterstützt Side liegend Adductor Dehnung;;mittel;4;quads;machine
og-0168;Cable Hip Adduction;Kabelzug Hip Adduktion;;mittel;4;quads;cable
og-2133;Farmers Walk;Farmers Walk;;niedrig;4;quads;dumbbell
og-1775;Side Plank Hip Adduction;Side Unterarmstütz Hip Adduktion;;mittel;4;quads;bodyweight
og-1489;Sissy Squat;Sissy Kniebeuge;;niedrig;4;quads;bodyweight
og-0776;Snatch Pull;Reißen Pull;;mittel;4;quads;barbell
og-2368;Split Squats;Split Squats;;niedrig;4;quads;bodyweight
og-1685;Squat To Overhead Reach;Kniebeuge zum überkopf Reach;;mittel;4;quads;bodyweight
og-1686;Squat To Overhead Reach With Twist;Kniebeuge zum überkopf Reach mit Drehung;;mittel;4;quads;bodyweight
og-0809;Suspended Split Squat;Suspended Split Kniebeuge;;mittel;4;quads;bodyweight
og-0851;Weighted Sissy Squat;mit Zusatzgewicht Sissy Kniebeuge;;mittel;4;quads;bodyweight
og-0087;Barbell Seated Bradford Rocky Press;Langhantel sitzend Bradford Rocky Drücken;;niedrig;4;shoulders;barbell
og-0100;Barbell Skier;Langhantel Skier;;niedrig;4;shoulders;barbell
og-0105;Barbell Standing Bradford Press;Langhantel stehend Bradford Drücken;;mittel;4;shoulders;barbell
og-0161;Cable Forward Raise;Kabelzug Forward Heben;;niedrig;4;shoulders;cable
og-0164;Cable Front Shoulder Raise;Kabelzug Vorne Shoulder Heben;;mittel;4;shoulders;cable
og-0216;Cable Seated Shoulder Internal Rotation;Kabelzug sitzend Shoulder Internal Rotation;;niedrig;4;shoulders;cable
og-0235;Cable Standing Shoulder External Rotation;Kabelzug stehend Shoulder External Rotation;;niedrig;4;shoulders;cable
og-0286;Dumbbell Alternate Side Press;Kurzhantel alternierend Side Drücken;;mittel;4;shoulders;dumbbell
og-2137;Dumbbell Arnold Press;Kurzhantel Arnold Drücken;;mittel;4;shoulders;dumbbell
og-0287;Dumbbell Arnold Press V. 2;Kurzhantel Arnold Drücken V. 2;;mittel;4;shoulders;dumbbell
og-0290;Dumbbell Bench Seated Press;Kurzhantel Bench sitzend Drücken;;mittel;4;shoulders;dumbbell
og-0299;Dumbbell Cuban Press;Kurzhantel Cuban Drücken;;mittel;4;shoulders;dumbbell
og-2136;Dumbbell Cuban Press V. 2;Kurzhantel Cuban Drücken V. 2;;mittel;4;shoulders;dumbbell
og-0332;Dumbbell Iron Cross;Kurzhantel Iron Cross;;niedrig;4;shoulders;dumbbell
og-0863;Dumbbell Lying External Shoulder Rotation;Kurzhantel liegend External Shoulder Rotation;;niedrig;4;shoulders;dumbbell
og-2470;Dumbbell Lying On Floor Rear Delt Raise;Kurzhantel liegend auf Floor Hintere Schulter Heben;;mittel;4;shoulders;dumbbell
og-0341;Dumbbell Lying One Arm Deltoid Rear;Kurzhantel liegend einarmig Deltoid Rear;;mittel;4;shoulders;dumbbell
og-0377;Dumbbell Rear Delt Row_shoulder;Kurzhantel Hintere Schulter Rudern _shoulder;;mittel;4;shoulders;dumbbell
og-2397;Dumbbell Scott Press;Kurzhantel Scott Drücken;;mittel;4;shoulders;dumbbell
og-3546;Dumbbell Seated Alternate Shoulder;Kurzhantel sitzend alternierend Shoulder;;mittel;4;shoulders;dumbbell
og-0408;Dumbbell Side Lying One Hand Raise;Kurzhantel Side liegend One Hand Heben;;mittel;4;shoulders;dumbbell
og-2143;Dumbbell Standing Around World;Kurzhantel stehend Around World;;niedrig;4;shoulders;dumbbell
og-0424;Dumbbell Standing One Arm Palm In Press;Kurzhantel stehend einarmig Palm In Drücken;;mittel;4;shoulders;dumbbell
og-0427;Dumbbell Standing Palms In Press;Kurzhantel stehend Palms In Drücken;;mittel;4;shoulders;dumbbell
og-0864;Dumbbell Upright Shoulder External Rotation;Kurzhantel Upright Shoulder External Rotation;;niedrig;4;shoulders;dumbbell
og-0445;Ez Barbell Anti Gravity Press;Ez Langhantel Anti Gravity Drücken;;niedrig;4;shoulders;barbell
og-1720;Barbell Lying Back Of The Head Tricep Extension;Langhantel liegend Back Of The Head Tricep Strecken;;niedrig;4;triceps;barbell
og-0065;Barbell One Arm Floor Press;Langhantel einarmig Floor Drücken;;mittel;4;triceps;barbell
og-1751;Barbell Pin Presses;Langhantel Pin Presses;;niedrig;4;triceps;barbell
og-0129;Bench Dip (Knees Bent);Bench Dip (knees Bent);;niedrig;4;triceps;bodyweight
og-1399;Bench Dip On Floor;Bench Dip auf Floor;;niedrig;4;triceps;bodyweight
og-0152;Cable Concentration Extension (On Knee);Kabelzug Concentration Strecken ( auf Knee);;niedrig;4;triceps;cable
og-1722;Cable High Pulley Overhead Tricep Extension;Kabelzug High Pulley überkopf Tricep Strecken;;niedrig;4;triceps;cable
og-0204;Cable Rear Drive;Kabelzug Rear Drive;;niedrig;4;triceps;cable
og-1724;Cable Rope High Pulley Overhead Tricep Extension;Kabelzug Rope High Pulley überkopf Tricep Strecken;;niedrig;4;triceps;cable
og-1725;Cable Rope Incline Tricep Extension;Kabelzug Rope Schrägbank Tricep Strecken;;mittel;4;triceps;cable
og-1726;Cable Rope Lying On Floor Tricep Extension;Kabelzug Rope liegend auf Floor Tricep Strecken;;niedrig;4;triceps;cable
og-1728;Cable Two Arm Tricep Kickback;Kabelzug Two Arm Tricep Kickback;;niedrig;4;triceps;cable
og-2398;Close-Grip Push-Up (On Knees);Enger Griff Liegestütz ( auf Knees);;mittel;4;triceps;bodyweight
og-0283;Diamond Push-Up;Diamond Liegestütz;;niedrig;4;triceps;bodyweight
og-1617;Dumbbell Decline One Arm Hammer Press;Kurzhantel Negativbank einarmig Hammer Drücken;;mittel;4;triceps;dumbbell
og-1619;Dumbbell Incline One Arm Hammer Press;Kurzhantel Schrägbank einarmig Hammer Drücken;;mittel;4;triceps;dumbbell
og-1733;Dumbbell Incline Two Arm Extension;Kurzhantel Schrägbank Two Arm Strecken;;mittel;4;triceps;dumbbell
og-0338;Dumbbell Lying Elbow Press;Kurzhantel liegend Elbow Drücken;;mittel;4;triceps;dumbbell
og-0337;Dumbbell Lying Extension (Across Face);Kurzhantel liegend Strecken (across Face);;mittel;4;triceps;dumbbell
og-1735;Dumbbell Lying Single Extension;Kurzhantel liegend Single Strecken;;mittel;4;triceps;dumbbell
og-0389;Dumbbell Seated Bench Extension;Kurzhantel sitzend Bench Strecken;;mittel;4;triceps;dumbbell
og-0436;Dumbbell Tate Press;Kurzhantel Tate Drücken;;mittel;4;triceps;dumbbell
og-1742;Dumbbell Tricep Kickback With Stork Stance;Kurzhantel Tricep Kickback mit Stork Stance;;niedrig;4;triceps;dumbbell
og-3287;Elbow Dips;Elbow Dips;;niedrig;4;triceps;bodyweight
og-0448;Ez Barbell Decline Close Grip Face Press;Ez Langhantel Negativbank Enger Griff Face Drücken;;mittel;4;triceps;barbell
og-0471;Handstand Push-Up;Handstand Liegestütz;;niedrig;4;triceps;bodyweight
og-3289;Impossible Dips;Impossible Dips;;niedrig;4;triceps;bodyweight
og-1467;Push-Up On Lower Arms;Liegestütz auf Lower Arms;;niedrig;4;triceps;bodyweight
og-0672;Reverse Dip;Reverse Dip;;niedrig;4;triceps;bodyweight
og-0677;Ring Dips;Ring Dips;;niedrig;4;triceps;bodyweight
og-0717;Side Push-Up;Side Liegestütz;;mittel;4;triceps;bodyweight
og-2142;Ski Ergometer;Ski Ergometer;;niedrig;4;triceps;machine
og-1752;Smith Machine Incline Tricep Extension;Multipresse Schrägbank Tricep Strecken;;mittel;4;triceps;machine
og-1753;Three Bench Dip;Three Bench Dip;;niedrig;4;triceps;bodyweight
og-0814;Triceps Dip;Triceps Dip;;niedrig;4;triceps;bodyweight
og-0812;Triceps Dip (Bench Leg);Triceps Dip (bench Leg);;niedrig;4;triceps;bodyweight
og-0813;Triceps Dip (Between Benches);Triceps Dip (between Benches);;niedrig;4;triceps;bodyweight
og-0815;Triceps Dips Floor;Triceps Dips Floor;;niedrig;4;triceps;bodyweight
og-0830;Weighted Bench Dip;mit Zusatzgewicht Bench Dip;;mittel;4;triceps;bodyweight
og-1754;Weighted Three Bench Dips;mit Zusatzgewicht Three Bench Dips;;niedrig;4;triceps;bodyweight
og-1755;Weighted Tricep Dips;mit Zusatzgewicht Tricep Dips;;niedrig;4;triceps;bodyweight
og-1767;Weighted Triceps Dip On High Parallel Bars;mit Zusatzgewicht Triceps Dip auf High Parallel Bars;;niedrig;4;triceps;bodyweight
og-3293;Archer Pull Up;Archer Klimmzug;;niedrig;3;back;bodyweight
og-3297;Back Lever;Back Maschine;;niedrig;3;back;bodyweight
og-1405;Back Pec Stretch;Back Pec Dehnung;;niedrig;3;back;bodyweight
og-3117;Band Fixed Back Close Grip Pulldown;Band Fixed Back Enger Griff Latzug;;mittel;3;back;band
og-3116;Band Fixed Back Underhand Pulldown;Band Fixed Back Underhand Latzug;;niedrig;3;back;band
og-0990;Band One Arm Twisting Seated Row;Band einarmig Twisting sitzend Rudern;;mittel;3;back;band
og-1010;Band Straight Leg Deadlift;Band Straight Leg Kreuzheben;;niedrig;3;back;band
og-1013;Band Underhand Pulldown;Band Underhand Latzug;;niedrig;3;back;band
og-3292;Elevator;Elevator;;niedrig;3;back;bodyweight
og-3295;Front Lever Reps;Vorne Maschine Reps;;mittel;3;back;bodyweight
og-0466;Gironda Sternum Chin;Gironda Sternum Chin;;niedrig;3;back;bodyweight
og-0488;Hyperextension (On Bench);Hyperextension ( auf Bench);;mittel;3;back;bodyweight
og-0521;Kettlebell Alternating Renegade Row;Kettlebell alternierend Renegade Rudern;;mittel;3;back;kettlebell
og-1345;Kettlebell Two Arm Row;Kettlebell Two Arm Rudern;;mittel;3;back;kettlebell
og-0558;Kipping Muscle Up;Kipping Muscle Up;;niedrig;3;back;bodyweight
og-1346;Kneeling Lat Stretch;kniend Lat Dehnung;;mittel;3;back;bodyweight
og-0631;Muscle Up;Muscle Up;;niedrig;3;back;bodyweight
og-1401;Muscle-Up (On Vertical Bar);Muscle-up ( auf Vertical Bar);;niedrig;3;back;bodyweight
og-1403;Neck Side Stretch;Neck Side Dehnung;;niedrig;3;back;bodyweight
og-3144;Resistance Band Seated Straight Back Row;Widerstandsband sitzend Straight Back Rudern;;mittel;3;back;band
og-0690;Seated Lower Back Stretch;sitzend Lower Back Dehnung;;niedrig;3;back;bodyweight
